investor_id,sip_count,avg_gap_days,max_gap_days,status,last_sip_date
INV002111,8,62.43,123,at-risk,2025-04-05
INV002119,6,78.0,195,at-risk,2025-04-23
INV002121,7,68.5,197,at-risk,2025-05-21
INV002122,7,40.33,97,at-risk,2025-05-26
INV002127,6,60.2,113,at-risk,2025-03-15
INV002134,7,82.67,180,at-risk,2025-05-30
INV002138,6,91.8,189,at-risk,2025-04-25
INV002142,9,45.5,162,at-risk,2025-04-30
INV002143,8,63.57,148,at-risk,2025-04-04
INV002149,8,42.29,215,at-risk,2025-02-23
INV002150,6,73.6,216,at-risk,2025-03-17
INV002151,9,60.38,201,at-risk,2025-05-13
INV002153,7,67.83,194,at-risk,2025-05-03
INV002154,6,89.4,175,at-risk,2025-04-17
INV002155,6,78.0,190,at-risk,2025-04-27
INV002157,7,58.5,142,at-risk,2025-01-19
INV002159,6,65.0,104,at-risk,2025-05-09
INV002162,9,58.38,198,at-risk,2025-05-16
INV002166,6,99.2,248,at-risk,2025-05-11
INV002171,7,55.83,150,at-risk,2025-02-06
INV002177,7,73.0,330,at-risk,2025-05-28
INV002178,8,66.43,236,at-risk,2025-05-20
INV002179,8,54.14,171,at-risk,2025-02-23
INV002182,7,70.5,148,at-risk,2025-04-17
INV002185,6,48.4,92,at-risk,2024-11-13
INV002186,7,74.83,167,at-risk,2025-04-29
INV002187,7,67.83,221,at-risk,2025-05-14
INV002195,9,49.25,154,at-risk,2025-04-03
INV002196,8,62.14,115,at-risk,2025-03-12
INV002198,9,43.0,93,at-risk,2025-04-17
INV002199,7,50.83,94,at-risk,2024-12-15
INV002202,8,70.43,276,at-risk,2025-05-20
INV002206,7,49.0,141,at-risk,2024-12-12
INV002208,7,71.33,142,at-risk,2025-04-03
INV002211,7,63.83,109,at-risk,2025-04-15
INV002216,8,61.71,172,at-risk,2025-05-07
INV002218,6,67.8,181,at-risk,2025-03-05
INV002219,8,70.86,166,at-risk,2025-05-14
INV002228,6,68.6,109,at-risk,2025-02-01
INV002229,6,64.6,101,at-risk,2025-03-08
INV002230,8,57.57,171,at-risk,2025-04-25
INV002232,7,69.17,174,at-risk,2025-02-26
INV002236,7,73.67,119,at-risk,2025-04-02
INV002237,7,51.67,142,at-risk,2025-03-23
INV002240,7,77.83,266,at-risk,2025-05-14
INV002241,7,65.67,124,at-risk,2025-05-18
INV002251,6,62.6,157,at-risk,2025-05-03
INV002256,6,75.6,115,at-risk,2025-01-26
INV002259,7,45.33,89,at-risk,2025-01-24
INV002260,6,77.8,235,at-risk,2025-02-17
INV002265,7,63.17,244,at-risk,2025-05-21
INV002277,7,67.33,127,at-risk,2025-04-13
INV002280,7,71.67,182,at-risk,2025-05-19
INV002282,6,53.2,102,at-risk,2025-01-23
INV002284,6,85.0,277,at-risk,2025-04-13
INV002290,6,61.6,112,at-risk,2025-03-02
INV002294,8,48.71,163,at-risk,2025-03-08
INV002295,7,64.5,159,at-risk,2025-03-03
INV002298,6,23.2,37,active,2025-01-24
INV002304,10,42.56,104,at-risk,2025-04-15
INV002315,7,71.83,174,at-risk,2025-05-06
INV002319,7,60.0,123,at-risk,2025-01-13
INV002322,6,63.4,102,at-risk,2025-04-10
INV002327,6,76.4,215,at-risk,2025-02-12
INV002329,7,57.0,183,at-risk,2024-12-13
INV002342,6,74.2,212,at-risk,2025-04-19
INV002343,9,57.75,115,at-risk,2025-04-10
INV002347,9,40.5,79,at-risk,2025-04-30
INV002348,6,94.4,166,at-risk,2025-05-16
INV002349,6,52.2,75,at-risk,2024-12-25
INV002351,6,77.2,204,at-risk,2025-04-03
INV002357,7,68.33,240,at-risk,2025-02-16
INV002360,9,56.12,129,at-risk,2025-05-28
INV002361,6,55.4,198,at-risk,2024-10-11
INV002367,7,52.5,134,at-risk,2025-03-22
INV002368,7,61.17,215,at-risk,2025-04-08
INV002369,6,60.0,136,at-risk,2025-01-27
INV002370,7,70.17,237,at-risk,2025-05-05
INV002372,6,95.2,133,at-risk,2025-05-16
INV002373,8,70.14,154,at-risk,2025-05-24
INV002374,6,21.2,34,active,2025-02-04
INV002384,10,39.11,92,at-risk,2025-05-23
INV002388,6,33.2,84,active,2025-05-12
INV002389,10,50.78,126,at-risk,2025-05-08
INV002390,6,47.0,100,at-risk,2024-11-10
INV002391,6,40.2,124,at-risk,2024-11-22
INV002395,6,97.0,225,at-risk,2025-05-16
INV002400,9,55.38,141,at-risk,2025-03-22
INV002401,8,59.14,125,at-risk,2025-03-01
INV002402,7,47.17,89,at-risk,2025-05-27
INV002407,7,47.83,167,at-risk,2025-05-16
INV002409,8,55.57,125,at-risk,2025-05-28
INV002413,8,53.0,189,at-risk,2025-05-30
INV002415,8,57.43,110,at-risk,2025-04-20
INV002417,7,83.33,190,at-risk,2025-05-17
INV002418,6,91.6,128,at-risk,2025-05-02
INV002420,6,72.8,107,at-risk,2025-01-13
INV002422,10,50.33,139,at-risk,2025-04-22
INV002429,6,78.6,216,at-risk,2025-03-15
INV002434,6,88.2,217,at-risk,2025-03-29
INV002437,7,49.17,212,at-risk,2025-02-14
INV002445,8,38.14,117,at-risk,2024-11-17
INV002453,7,63.0,87,at-risk,2025-03-27
INV002458,6,72.4,232,at-risk,2025-04-17
INV002459,8,53.71,161,at-risk,2025-02-13
INV002463,6,95.4,236,at-risk,2025-05-29
INV002464,6,35.4,97,at-risk,2024-08-16
INV002466,7,80.67,270,at-risk,2025-05-28
INV002467,8,38.86,116,at-risk,2024-10-01
INV002471,6,56.4,98,at-risk,2024-10-15
INV002475,10,49.67,119,at-risk,2025-05-27
INV002476,6,86.0,235,at-risk,2025-03-24
INV002485,6,70.4,136,at-risk,2025-03-12
INV002490,8,70.0,125,at-risk,2025-05-13
INV002495,6,82.2,174,at-risk,2025-02-18
INV002496,6,53.0,156,at-risk,2025-05-01
INV002497,8,67.29,152,at-risk,2025-04-28
INV002508,9,51.62,171,at-risk,2025-05-24
INV002509,10,33.67,74,active,2024-12-06
INV002510,7,64.33,176,at-risk,2025-01-30
INV002521,6,74.6,206,at-risk,2025-05-05
INV002527,7,49.67,93,at-risk,2024-11-11
INV002530,8,71.43,175,at-risk,2025-05-19
INV002531,7,76.33,182,at-risk,2025-05-04
INV002543,7,74.67,116,at-risk,2025-04-28
INV002547,6,89.0,181,at-risk,2025-04-24
INV002552,10,48.22,184,at-risk,2025-03-19
INV002554,7,49.67,100,at-risk,2024-10-28
INV002555,7,72.0,172,at-risk,2025-04-06
INV002557,7,67.17,264,at-risk,2025-05-07
INV002558,6,97.6,297,at-risk,2025-05-25
INV002560,6,95.2,155,at-risk,2025-04-22
INV002563,6,65.8,114,at-risk,2024-12-21
INV002567,6,82.0,127,at-risk,2025-02-18
INV002568,8,61.57,144,at-risk,2025-05-07
INV002570,7,62.0,150,at-risk,2025-02-20
INV002572,8,55.71,108,at-risk,2025-05-19
INV002574,6,79.4,139,at-risk,2025-03-03
INV002575,9,56.12,128,at-risk,2025-05-12
INV002579,6,40.8,71,at-risk,2025-03-06
INV002582,6,77.4,173,at-risk,2025-02-22
INV002585,6,65.0,124,at-risk,2025-02-17
INV002586,6,87.2,168,at-risk,2025-05-23
INV002590,10,50.22,125,at-risk,2025-04-24
INV002591,6,52.2,139,at-risk,2025-03-07
INV002594,6,94.0,244,at-risk,2025-05-22
INV002598,9,51.38,179,at-risk,2025-04-07
INV002602,8,66.0,151,at-risk,2025-05-17
INV002606,6,89.6,248,at-risk,2025-05-24
INV002613,8,65.0,143,at-risk,2025-05-16
INV002622,7,76.67,244,at-risk,2025-05-03
INV002627,6,85.0,182,at-risk,2025-05-22
INV002628,6,77.0,322,at-risk,2025-02-20
INV002632,8,65.57,180,at-risk,2025-04-29
INV002640,7,70.0,153,at-risk,2025-03-24
INV002643,6,74.2,229,at-risk,2025-02-08
INV002645,7,45.17,133,at-risk,2024-12-12
INV002654,8,61.86,115,at-risk,2025-04-13
INV002659,7,62.33,224,at-risk,2025-03-26
INV002666,7,53.17,100,at-risk,2025-04-21
INV002671,7,77.17,163,at-risk,2025-05-18
INV002673,8,65.0,147,at-risk,2025-05-21
INV002674,6,75.8,153,at-risk,2025-02-19
INV002675,8,63.86,138,at-risk,2025-04-27
INV002681,7,83.67,161,at-risk,2025-05-29
INV002684,6,80.6,266,at-risk,2025-03-06
INV002688,9,37.0,122,at-risk,2025-04-17
INV002689,8,50.0,115,at-risk,2025-02-23
INV002693,7,45.83,72,at-risk,2025-03-08
INV002697,7,55.33,199,at-risk,2024-12-17
INV002700,7,79.83,140,at-risk,2025-05-03
INV002704,8,59.14,139,at-risk,2025-05-07
INV002705,8,22.57,70,active,2024-09-16
INV002706,6,73.6,133,at-risk,2025-03-29
INV002711,8,65.57,230,at-risk,2025-04-29
INV002712,11,46.8,174,at-risk,2025-05-19
INV002722,6,61.4,178,at-risk,2025-04-11
INV002723,9,37.75,102,at-risk,2025-05-29
INV002724,6,76.6,187,at-risk,2025-03-04
INV002726,8,45.57,84,at-risk,2025-05-03
INV002732,8,70.71,151,at-risk,2025-05-16
INV002733,8,51.57,150,at-risk,2025-05-21
INV002735,7,68.17,136,at-risk,2025-05-06
INV002736,6,70.6,323,at-risk,2025-01-04
INV002737,8,58.43,104,at-risk,2025-05-13
INV002743,6,88.2,190,at-risk,2025-05-29
INV002744,10,52.89,139,at-risk,2025-05-21
INV002746,8,68.0,206,at-risk,2025-05-04
INV002750,6,72.4,254,at-risk,2025-03-14
INV002751,7,41.5,102,at-risk,2025-01-19
INV002758,6,81.0,263,at-risk,2025-04-26
INV002761,6,80.6,312,at-risk,2025-04-08
INV002766,6,70.6,151,at-risk,2025-05-09
INV002767,7,55.33,145,at-risk,2025-05-12
INV002769,7,82.0,141,at-risk,2025-05-29
INV002772,7,74.5,168,at-risk,2025-03-31
INV002779,6,64.2,151,at-risk,2025-05-11
INV002783,7,64.0,126,at-risk,2025-05-24
INV002786,7,76.33,124,at-risk,2025-04-14
INV002793,7,59.33,125,at-risk,2025-05-21
INV002794,7,56.17,111,at-risk,2025-01-14
INV002799,6,70.8,129,at-risk,2025-01-15
INV002800,7,63.5,108,at-risk,2025-03-28
INV002803,7,64.83,176,at-risk,2025-03-11
INV002804,8,59.86,209,at-risk,2025-05-20
INV002808,7,59.67,120,at-risk,2025-04-27
INV002809,6,81.4,276,at-risk,2025-05-04
INV002810,8,32.29,139,active,2025-02-07
INV002813,7,49.0,149,at-risk,2025-02-18
INV002822,7,53.0,108,at-risk,2025-05-16
INV002824,7,71.83,223,at-risk,2025-05-01
INV002826,6,61.6,91,at-risk,2024-11-23
INV002827,6,73.6,200,at-risk,2025-02-17
INV002828,6,80.0,211,at-risk,2025-03-28
INV002831,6,40.2,72,at-risk,2024-12-15
INV002835,7,82.33,233,at-risk,2025-05-14
INV002838,8,56.71,116,at-risk,2025-04-29
INV002841,6,43.4,102,at-risk,2025-04-14
INV002843,8,43.14,128,at-risk,2025-05-16
INV002847,10,52.67,129,at-risk,2025-04-21
INV002850,7,53.17,166,at-risk,2025-02-26
INV002852,6,75.8,207,at-risk,2025-03-23
INV002859,7,76.5,198,at-risk,2025-05-19
INV002863,6,74.4,199,at-risk,2025-01-21
INV002865,6,37.2,50,at-risk,2024-10-24
INV002870,6,48.2,109,at-risk,2024-09-15
INV002872,6,85.6,199,at-risk,2025-05-21
INV002873,6,98.2,235,at-risk,2025-05-23
INV002879,7,72.17,125,at-risk,2025-05-27
INV002881,6,43.6,110,at-risk,2024-11-12
INV002883,6,96.0,176,at-risk,2025-05-12
INV002886,7,44.33,137,at-risk,2024-10-16
INV002891,8,72.71,166,at-risk,2025-05-27
INV002893,9,50.0,148,at-risk,2025-02-04
INV002900,6,64.2,136,at-risk,2025-04-06
INV002903,6,89.6,176,at-risk,2025-04-27
INV002904,7,49.33,104,at-risk,2025-04-17
INV002905,6,73.0,221,at-risk,2025-03-03
INV002906,6,41.2,74,at-risk,2025-01-15
INV002909,7,82.33,263,at-risk,2025-05-21
INV002912,6,97.0,342,at-risk,2025-05-21
INV002913,7,73.67,168,at-risk,2025-04-25
INV002915,8,49.29,117,at-risk,2025-02-10
INV002921,7,53.33,121,at-risk,2025-03-14
INV002927,8,40.29,79,at-risk,2025-05-10
INV002935,7,48.0,72,at-risk,2025-02-20
INV002937,7,67.17,184,at-risk,2025-03-24
INV002939,7,60.5,127,at-risk,2025-04-21
INV002942,9,55.5,180,at-risk,2025-04-02
INV002945,8,65.0,139,at-risk,2025-04-26
INV002947,7,64.17,152,at-risk,2025-01-24
INV002950,8,45.86,119,at-risk,2025-04-07
INV002951,7,51.83,82,at-risk,2025-01-08
INV002961,7,84.67,231,at-risk,2025-05-24
INV002974,7,51.33,105,at-risk,2025-03-17
INV002984,6,91.0,200,at-risk,2025-04-23
INV002989,6,86.6,182,at-risk,2025-04-23
INV002994,7,58.17,142,at-risk,2025-04-27
INV003000,7,67.0,137,at-risk,2025-04-19
INV003003,9,58.25,100,at-risk,2025-05-15
INV003005,8,53.14,107,at-risk,2025-03-06
INV003007,9,48.25,162,at-risk,2025-05-26
INV003009,9,38.12,84,at-risk,2025-04-17
INV003011,7,64.17,154,at-risk,2025-02-28
INV003014,6,82.4,144,at-risk,2025-05-26
INV003015,7,54.67,91,at-risk,2025-05-21
INV003018,6,49.2,156,at-risk,2024-11-14
INV003022,6,69.6,123,at-risk,2025-03-05
INV003024,6,44.2,122,at-risk,2025-05-03
INV003025,8,35.29,65,at-risk,2024-10-22
INV003028,6,91.4,183,at-risk,2025-04-03
INV003034,6,73.4,118,at-risk,2025-05-09
INV003036,8,57.71,138,at-risk,2025-05-25
INV003037,7,79.5,300,at-risk,2025-05-30
INV003040,6,74.0,194,at-risk,2025-01-10
INV003043,7,73.83,131,at-risk,2025-04-17
INV003044,7,71.17,237,at-risk,2025-04-26
INV003045,6,36.2,71,at-risk,2024-09-04
INV003047,8,70.14,215,at-risk,2025-05-25
INV003054,7,78.67,209,at-risk,2025-04-17
INV003060,7,79.0,135,at-risk,2025-04-24
INV003063,7,57.83,112,at-risk,2024-12-17
INV003070,9,54.5,132,at-risk,2025-03-17
INV003074,6,74.8,123,at-risk,2025-03-03
INV003075,8,57.43,128,at-risk,2025-02-10
INV003078,7,69.17,126,at-risk,2025-04-02
INV003082,8,46.43,142,at-risk,2025-02-04
INV003083,6,66.4,169,at-risk,2024-12-22
INV003089,6,65.0,107,at-risk,2024-12-13
INV003091,9,50.88,199,at-risk,2025-04-23
INV003095,6,86.6,175,at-risk,2025-05-10
INV003097,8,62.71,121,at-risk,2025-03-20
INV003105,7,65.5,140,at-risk,2025-03-15
INV003112,6,91.6,173,at-risk,2025-04-24
INV003113,8,66.86,159,at-risk,2025-05-02
INV003115,6,48.0,125,at-risk,2024-12-27
INV003117,8,66.57,115,at-risk,2025-05-21
INV003134,7,76.83,172,at-risk,2025-05-16
INV003139,7,55.17,133,at-risk,2025-02-15
INV003140,8,57.0,125,at-risk,2025-04-14
INV003141,7,67.5,225,at-risk,2025-03-24
INV003144,7,82.5,243,at-risk,2025-05-20
INV003146,9,59.5,283,at-risk,2025-05-22
INV003151,6,81.0,146,at-risk,2025-05-21
INV003153,7,40.67,156,at-risk,2024-10-15
INV003158,9,55.62,138,at-risk,2025-04-16
INV003161,6,77.4,118,at-risk,2025-03-31
INV003169,6,62.6,178,at-risk,2025-03-25
INV003178,6,56.4,84,at-risk,2024-11-26
INV003179,9,56.25,151,at-risk,2025-04-19
INV003185,6,65.2,116,at-risk,2025-04-15
INV003187,9,58.25,244,at-risk,2025-05-12
INV003189,9,55.12,198,at-risk,2025-04-18
INV003191,6,76.8,138,at-risk,2025-04-05
INV003193,6,96.6,294,at-risk,2025-05-02
INV003196,7,80.33,319,at-risk,2025-04-30
INV003205,7,67.67,111,at-risk,2025-04-22
INV003210,6,72.2,112,at-risk,2025-01-07
INV003211,7,69.0,104,at-risk,2025-04-08
INV003214,6,59.8,170,at-risk,2025-01-12
INV003215,7,60.83,105,at-risk,2025-01-18
INV003219,6,57.2,86,at-risk,2024-12-09
INV003221,7,61.17,99,at-risk,2025-01-18
INV003222,7,81.5,190,at-risk,2025-05-15
INV003223,8,67.71,331,at-risk,2025-05-13
INV003228,7,70.17,256,at-risk,2025-03-29
INV003230,7,67.5,251,at-risk,2025-03-30
INV003231,7,83.0,253,at-risk,2025-05-29
INV003234,6,96.6,188,at-risk,2025-05-16
INV003236,9,51.12,115,at-risk,2025-03-02
INV003242,7,61.0,159,at-risk,2025-05-06
INV003247,6,84.6,206,at-risk,2025-05-27
INV003252,6,67.6,192,at-risk,2025-04-08
INV003256,7,51.0,90,at-risk,2025-05-27
INV003257,6,61.8,139,at-risk,2025-05-30
INV003260,6,89.4,247,at-risk,2025-05-07
INV003262,6,85.2,162,at-risk,2025-03-14
INV003267,6,74.4,197,at-risk,2025-01-16
INV003271,7,61.17,157,at-risk,2025-02-10
INV003273,8,60.14,134,at-risk,2025-05-12
INV003277,8,53.71,192,at-risk,2025-05-30
INV003279,9,63.38,147,at-risk,2025-05-28
INV003289,7,64.83,183,at-risk,2025-03-10
INV003300,6,64.8,219,at-risk,2025-03-15
INV003301,9,59.38,113,at-risk,2025-05-14
INV003304,10,44.22,180,at-risk,2025-02-15
INV003308,9,56.75,141,at-risk,2025-05-18
INV003310,6,80.8,154,at-risk,2025-04-05
INV003311,9,48.0,149,at-risk,2025-04-28
INV003314,7,73.5,210,at-risk,2025-05-01
INV003317,8,44.14,71,at-risk,2025-02-05
INV003320,8,45.29,192,at-risk,2025-02-17
INV003325,6,101.0,155,at-risk,2025-05-26
INV003329,6,89.0,230,at-risk,2025-04-06
INV003336,7,72.33,133,at-risk,2025-05-03
INV003338,9,37.5,155,at-risk,2025-03-17
INV003344,6,86.6,190,at-risk,2025-04-18
INV003350,6,92.4,191,at-risk,2025-05-21
INV003351,6,54.0,86,at-risk,2025-04-11
INV003352,8,68.14,279,at-risk,2025-05-02
INV003357,6,62.4,100,at-risk,2025-03-25
INV003360,8,59.43,163,at-risk,2025-05-04
INV003370,7,63.33,206,at-risk,2025-03-28
INV003372,6,59.4,118,at-risk,2024-12-26
INV003374,7,56.5,128,at-risk,2025-05-16
INV003375,8,52.71,158,at-risk,2025-05-04
INV003376,6,85.8,199,at-risk,2025-05-24
INV003379,7,75.17,268,at-risk,2025-03-29
INV003380,6,72.4,155,at-risk,2025-02-27
INV003382,6,34.2,85,active,2024-12-31
INV003391,6,56.6,193,at-risk,2025-03-16
INV003393,8,63.71,178,at-risk,2025-05-22
INV003395,6,79.0,192,at-risk,2025-04-07
INV003398,8,55.43,140,at-risk,2025-03-21
INV003403,6,56.6,116,at-risk,2024-11-10
INV003404,8,50.29,198,at-risk,2025-02-16
INV003405,8,41.0,186,at-risk,2025-04-15
INV003406,8,59.0,251,at-risk,2025-03-21
INV003407,8,57.43,146,at-risk,2025-04-09
INV003422,7,84.67,167,at-risk,2025-05-29
INV003424,7,73.17,124,at-risk,2025-04-30
INV003427,6,84.2,266,at-risk,2025-04-01
INV003430,6,73.4,104,at-risk,2025-05-29
INV003431,6,51.4,152,at-risk,2025-03-15
INV003432,7,61.33,97,at-risk,2025-02-18
INV003435,7,73.83,140,at-risk,2025-05-01
INV003437,6,91.2,226,at-risk,2025-05-07
INV003448,7,74.5,200,at-risk,2025-04-26
INV003450,10,47.67,158,at-risk,2025-05-03
INV003455,7,35.5,76,at-risk,2024-12-16
INV003457,7,60.5,117,at-risk,2025-04-11
INV003458,8,67.86,206,at-risk,2025-05-26
INV003459,6,59.4,113,at-risk,2025-05-01
INV003473,6,95.8,213,at-risk,2025-05-01
INV003475,9,56.0,155,at-risk,2025-04-06
INV003478,9,56.62,195,at-risk,2025-04-24
INV003479,8,65.71,164,at-risk,2025-05-13
INV003480,6,82.4,211,at-risk,2025-03-05
INV003484,6,73.8,333,at-risk,2025-02-13
INV003487,6,70.6,155,at-risk,2025-02-16
INV003491,9,59.12,119,at-risk,2025-05-30
INV003492,6,90.8,162,at-risk,2025-05-09
INV003495,10,49.22,121,at-risk,2025-04-21
INV003506,7,67.0,132,at-risk,2025-05-25
INV003509,9,60.88,149,at-risk,2025-05-21
INV003511,8,65.57,183,at-risk,2025-04-22
INV003514,6,74.2,172,at-risk,2025-03-15
INV003518,6,67.8,157,at-risk,2025-03-27
INV003521,6,89.0,183,at-risk,2025-05-18
INV003524,7,64.17,203,at-risk,2025-03-09
INV003526,6,88.2,224,at-risk,2025-04-15
INV003528,9,58.62,186,at-risk,2025-05-06
INV003530,6,51.0,101,at-risk,2025-05-26
INV003531,6,76.4,185,at-risk,2025-02-02
INV003534,8,52.71,160,at-risk,2025-04-03
INV003545,6,90.0,210,at-risk,2025-04-21
INV003556,6,77.6,129,at-risk,2025-05-12
INV003557,6,66.4,156,at-risk,2025-03-01
INV003558,7,39.17,66,at-risk,2024-10-31
INV003559,10,48.33,118,at-risk,2025-04-04
INV003562,7,80.5,165,at-risk,2025-05-28
INV003564,8,71.0,292,at-risk,2025-05-17
INV003580,7,72.17,227,at-risk,2025-04-17
INV003581,8,51.29,95,at-risk,2025-05-28
INV003582,7,49.33,167,at-risk,2025-04-09
INV003586,8,54.29,113,at-risk,2025-05-05
INV003592,6,75.6,202,at-risk,2025-02-18
INV003593,6,78.2,166,at-risk,2025-03-09
INV003598,8,68.0,114,at-risk,2025-05-05
INV003599,6,50.0,100,at-risk,2024-09-30
INV003601,9,45.25,118,at-risk,2025-05-15
INV003604,6,90.2,188,at-risk,2025-04-10
INV003607,6,70.4,253,at-risk,2025-05-02
INV003611,7,68.83,228,at-risk,2025-05-19
INV003613,8,67.43,283,at-risk,2025-05-14
INV003619,6,72.0,113,at-risk,2025-05-09
INV003625,6,62.4,168,at-risk,2025-03-27
INV003627,7,59.17,152,at-risk,2025-05-15
INV003630,7,52.0,96,at-risk,2025-02-20
INV003633,6,78.8,119,at-risk,2025-04-24
INV003634,6,47.8,83,at-risk,2024-10-11
INV003635,10,47.11,95,at-risk,2025-03-27
INV003641,8,67.0,219,at-risk,2025-04-18
INV003642,7,53.17,217,at-risk,2024-12-08
INV003645,6,95.2,257,at-risk,2025-05-19
INV003649,6,96.8,195,at-risk,2025-05-20
INV003650,11,33.9,86,active,2025-01-28
INV003654,7,60.5,124,at-risk,2025-05-27
INV003655,10,49.78,198,at-risk,2025-05-06
INV003658,8,70.71,143,at-risk,2025-05-11
INV003660,6,79.0,164,at-risk,2025-03-17
INV003669,7,53.5,98,at-risk,2025-04-11
INV003670,8,70.86,160,at-risk,2025-05-11
INV003672,6,77.2,180,at-risk,2025-03-16
INV003673,8,68.86,160,at-risk,2025-05-12
INV003678,6,32.8,45,active,2025-04-28
INV003681,9,51.0,101,at-risk,2025-04-22
INV003683,6,92.4,165,at-risk,2025-04-17
INV003684,6,98.2,229,at-risk,2025-05-30
INV003685,6,80.2,132,at-risk,2025-05-25
INV003686,6,96.6,328,at-risk,2025-05-23
INV003693,7,71.33,234,at-risk,2025-03-20
INV003695,7,51.67,157,at-risk,2025-05-19
INV003696,6,75.8,190,at-risk,2025-04-28
INV003697,7,76.67,163,at-risk,2025-05-18
INV003702,7,72.67,118,at-risk,2025-03-24
INV003705,6,78.8,152,at-risk,2025-02-01
INV003707,6,68.6,152,at-risk,2024-12-12
INV003708,7,60.5,104,at-risk,2025-04-25
INV003709,6,80.2,181,at-risk,2025-05-28
INV003710,6,78.6,118,at-risk,2025-02-27
INV003711,6,72.2,145,at-risk,2025-01-23
INV003712,6,79.6,163,at-risk,2025-05-10
INV003713,7,81.5,161,at-risk,2025-05-11
INV003718,6,91.4,284,at-risk,2025-05-22
INV003720,6,74.6,116,at-risk,2025-03-17
INV003722,7,50.67,135,at-risk,2025-03-21
INV003723,6,61.8,124,at-risk,2024-12-28
INV003724,7,68.0,169,at-risk,2025-03-13
INV003733,6,88.8,174,at-risk,2025-03-31
INV003734,8,59.0,290,at-risk,2025-04-07
INV003735,8,45.86,104,at-risk,2025-02-13
INV003736,7,77.17,120,at-risk,2025-04-18
INV003738,6,50.6,117,at-risk,2025-05-05
INV003740,7,51.83,172,at-risk,2025-02-10
INV003741,7,67.67,159,at-risk,2025-02-27
INV003744,6,86.8,187,at-risk,2025-05-21
INV003745,6,70.2,183,at-risk,2025-03-24
INV003748,8,56.14,182,at-risk,2025-03-04
INV003757,7,81.83,156,at-risk,2025-05-22
INV003761,8,51.86,150,at-risk,2025-03-31
INV003766,8,65.29,192,at-risk,2025-05-23
INV003767,9,47.5,125,at-risk,2025-02-02
INV003771,10,50.78,130,at-risk,2025-04-13
INV003772,9,34.5,72,active,2024-12-20
INV003775,6,74.0,151,at-risk,2025-05-03
INV003779,6,76.4,160,at-risk,2025-04-16
INV003780,8,57.43,135,at-risk,2025-03-09
INV003781,7,64.83,199,at-risk,2025-03-02
INV003785,6,74.2,160,at-risk,2025-04-17
INV003787,9,63.25,178,at-risk,2025-05-29
INV003793,7,72.33,203,at-risk,2025-04-12
INV003795,7,67.67,122,at-risk,2025-02-14
INV003811,7,78.67,141,at-risk,2025-04-30
INV003812,7,50.83,174,at-risk,2025-05-03
INV003813,6,82.2,122,at-risk,2025-03-16
INV003815,7,72.5,217,at-risk,2025-04-17
INV003824,7,71.5,196,at-risk,2025-05-17
INV003825,6,81.2,99,at-risk,2025-05-02
INV003828,7,30.67,109,active,2024-08-27
INV003829,10,48.56,159,at-risk,2025-04-24
INV003830,6,71.4,115,at-risk,2025-01-15
INV003844,7,68.5,197,at-risk,2025-04-21
INV003847,8,50.0,66,at-risk,2025-05-16
INV003849,6,77.2,146,at-risk,2025-04-08
INV003851,7,57.83,121,at-risk,2025-05-15
INV003860,6,46.0,72,at-risk,2025-05-11
INV003862,7,60.17,184,at-risk,2025-02-20
INV003865,7,85.17,235,at-risk,2025-05-27
INV003868,6,87.6,264,at-risk,2025-05-09
INV003872,9,45.38,85,at-risk,2025-05-13
INV003876,6,77.6,160,at-risk,2025-03-31
INV003880,8,68.57,193,at-risk,2025-05-28
INV003885,6,71.6,281,at-risk,2025-05-30
INV003892,10,55.22,114,at-risk,2025-05-13
INV003896,6,82.0,255,at-risk,2025-03-28
INV003897,6,71.6,144,at-risk,2025-04-02
INV003903,8,50.29,130,at-risk,2025-01-24
INV003905,7,62.5,103,at-risk,2025-05-08
INV003906,10,55.11,115,at-risk,2025-05-23
INV003912,6,68.6,195,at-risk,2024-12-23
INV003913,8,61.43,136,at-risk,2025-04-14
INV003916,6,67.2,114,at-risk,2025-02-07
INV003920,8,66.86,132,at-risk,2025-04-29
INV003936,6,89.6,227,at-risk,2025-04-13
INV003938,7,52.5,110,at-risk,2024-12-21
INV003940,7,70.67,151,at-risk,2025-03-20
INV003943,9,42.5,88,at-risk,2025-03-28
INV003945,7,56.33,175,at-risk,2025-01-04
INV003946,7,69.17,147,at-risk,2025-03-04
INV003948,7,43.67,101,at-risk,2025-05-03
INV003952,7,54.67,95,at-risk,2025-03-14
INV003958,6,85.6,133,at-risk,2025-04-10
INV003962,8,68.71,302,at-risk,2025-05-16
INV003964,10,51.22,130,at-risk,2025-04-15
INV003968,6,92.4,209,at-risk,2025-05-07
INV003972,6,84.2,224,at-risk,2025-04-30
INV003975,8,50.14,125,at-risk,2025-04-27
INV003978,8,68.14,209,at-risk,2025-04-29
INV003979,8,56.0,123,at-risk,2025-03-27
INV003981,7,67.67,237,at-risk,2025-05-12
INV003985,6,93.0,191,at-risk,2025-04-28
INV003996,6,95.2,244,at-risk,2025-05-15
INV004001,8,40.29,123,at-risk,2025-03-19
INV004004,10,40.78,88,at-risk,2025-05-20
INV004005,7,73.67,314,at-risk,2025-05-25
INV004007,7,38.83,102,at-risk,2024-09-12
INV004009,8,62.29,87,at-risk,2025-04-28
INV004014,9,61.88,182,at-risk,2025-05-23
